"""siteid""","""sitename""","""monitordate""","""aqi""","""so2subindex""","""cosubindex""","""o3subindex""","""pm10subindex""","""no2subindex""","""o38subindex""","""pm25subindex"""
48,橋頭,2023-01-07,88,5,5,,62,43,74,88
45,安南,2023-01-07,82,5,5,,52,28,61,82
44,善化,2023-01-07,73,10,3,,41,30,61,73
43,新營,2023-01-07,71,8,5,,47,37,64,71
42,嘉義,2023-01-07,89,15,6,,55,35,51,89
41,臺西,2023-01-07,76,5,3,,47,13,,76
40,朴子,2023-01-07,77,8,3,,49,17,71,77
38,崙背,2023-01-07,84,8,3,,52,20,54,84
39,新港,2023-01-07,82,5,3,,53,18,71,82
37,斗六,2023-01-07,96,8,6,,59,40,61,96
36,南投,2023-01-07,70,5,6,,43,45,45,70
35,二林,2023-01-07,70,8,5,,60,23,51,70
34,線西,2023-01-07,72,15,7,,54,33,,72
32,西屯,2023-01-07,55,2,5,,33,42,50,55
31,忠明,2023-01-07,55,2,5,,30,38,47,55
33,彰化,2023-01-07,70,2,6,,45,42,44,70
30,大里,2023-01-07,63,8,7,,38,50,44,63
29,沙鹿,2023-01-07,64,2,5,,38,30,50,64
28,豐原,2023-01-07,47,5,3,,20,30,31,47
27,三義,2023-01-07,51,2,3,,26,18,46,51
26,苗栗,2023-01-07,65,10,5,,37,30,43,65
25,頭份,2023-01-07,60,5,5,,37,30,,60
24,新竹,2023-01-07,62,2,5,,40,25,46,62
22,湖口,2023-01-07,66,2,3,,43,17,58,66
23,竹東,2023-01-07,57,2,3,,29,17,44,57
21,龍潭,2023-01-07,60,2,3,,37,20,49,60
20,平鎮,2023-01-07,77,2,5,,43,27,58,77
19,觀音,2023-01-07,77,10,3,,54,43,58,77
17,桃園,2023-01-07,67,10,5,,45,28,58,67
15,松山,2023-01-07,77,2,5,,55,52,43,77
14,古亭,2023-01-07,74,0,3,,43,23,64,74
16,大同,2023-01-07,81,5,9,,55,61,,81
13,萬華,2023-01-07,72,8,7,,45,53,42,72
12,中山,2023-01-07,72,5,7,,48,56,42,72
11,士林,2023-01-07,74,2,3,,44,18,74,70
10,淡水,2023-01-07,68,2,5,,35,22,54,68
9,林口,2023-01-07,68,2,5,,46,27,58,68
8,菜寮,2023-01-07,72,2,5,,43,28,58,72
6,板橋,2023-01-07,70,2,6,,44,35,45,70
7,新莊,2023-01-07,70,2,5,,56,37,50,70
5,土城,2023-01-07,60,2,6,,41,28,50,60
4,新店,2023-01-07,60,2,5,,42,22,54,60
3,萬里,2023-01-07,93,0,3,,64,8,93,75
2,汐止,2023-01-07,70,2,5,,45,47,47,70
1,基隆,2023-01-07,74,2,5,,48,17,74,74
61,恆春,2023-01-08,61,2,3,,17,3,61,41
1,基隆,2023-01-08,70,2,5,,47,47,46,70
2,汐止,2023-01-08,66,2,6,,42,52,45,66
3,萬里,2023-01-08,72,5,3,,49,18,47,72
4,新店,2023-01-08,52,2,5,,36,35,47,52
5,土城,2023-01-08,53,2,5,,36,35,44,53
6,板橋,2023-01-08,70,8,7,,38,50,42,70
9,林口,2023-01-08,61,0,5,,42,20,47,61
7,新莊,2023-01-08,66,0,5,,45,48,46,66
8,菜寮,2023-01-08,68,2,6,,43,43,46,68
10,淡水,2023-01-08,61,2,3,,34,17,50,61
11,士林,2023-01-08,67,2,3,,42,15,49,67
12,中山,2023-01-08,66,2,6,,46,42,42,66
13,萬華,2023-01-08,69,8,6,,41,54,42,69
14,古亭,2023-01-08,69,2,5,,39,52,46,69
16,大同,2023-01-08,76,2,9,,54,56,,76
15,松山,2023-01-08,69,2,5,,50,50,46,69
17,桃園,2023-01-08,65,2,6,,39,48,45,65
18,大園,2023-01-08,66,8,5,,44,37,46,66
19,觀音,2023-01-08,83,8,5,,54,33,49,83
20,平鎮,2023-01-08,74,5,7,,39,42,50,74
21,龍潭,2023-01-08,67,2,6,,36,43,51,67
22,湖口,2023-01-08,86,8,6,,53,43,64,86
25,頭份,2023-01-08,80,5,5,,47,28,,80
26,苗栗,2023-01-08,86,18,5,,50,27,58,86
27,三義,2023-01-08,87,8,6,,48,32,74,87
28,豐原,2023-01-08,96,,5,,53,28,40,96
29,沙鹿,2023-01-08,88,5,6,,61,38,61,88
30,大里,2023-01-08,109,10,7,,67,47,64,109
32,西屯,2023-01-08,102,2,6,,62,48,77,102
31,忠明,2023-01-08,98,5,8,,59,52,84,98
33,彰化,2023-01-08,109,12,8,,69,48,58,109
34,線西,2023-01-08,94,20,5,,70,47,,94
35,二林,2023-01-08,118,12,7,,84,35,77,118
36,南投,2023-01-08,125,8,6,,72,35,97,125
37,斗六,2023-01-08,152,8,6,,92,33,84,152
38,崙背,2023-01-08,131,10,6,,88,37,74,131
41,臺西,2023-01-08,93,10,3,,68,23,,93
39,新港,2023-01-08,139,12,6,,86,27,93,139
40,朴子,2023-01-08,130,10,6,,81,25,90,130
42,嘉義,2023-01-08,144,28,7,,89,32,97,144
43,新營,2023-01-08,131,12,6,,83,33,93,131
44,善化,2023-01-08,135,15,6,,74,32,87,135
45,安南,2023-01-08,139,8,6,,81,30,84,139
46,臺南,2023-01-08,149,8,8,,80,54,67,149
48,橋頭,2023-01-08,126,8,6,,86,40,84,126
47,美濃,2023-01-08,90,5,5,,51,17,90,90
49,仁武,2023-01-08,132,10,7,,74,59,58,132
50,鳳山,2023-01-08,127,10,10,,72,57,,127
51,大寮,2023-01-08,125,10,6,,75,52,115,125
52,林園,2023-01-08,104,10,6,,65,38,104,89
53,楠梓,2023-01-08,121,8,6,,79,52,90,121
54,左營,2023-01-08,131,10,7,,80,43,93,131
59,屏東,2023-01-08,123,8,7,,75,38,118,123
57,前鎮,2023-01-08,122,10,9,,85,64,,122
58,小港,2023-01-08,120,10,7,,74,71,67,120
60,潮州,2023-01-08,136,10,6,,54,25,136,91
23,竹東,2023-01-08,83,2,6,,41,28,67,83
72,埔里,2023-01-08,85,5,6,,43,25,74,85
56,前金,2023-01-08,135,8,7,,83,52,101,135
24,新竹,2023-01-08,86,2,6,,52,43,51,86
85,大城,2023-01-08,90,2,3,,62,15,90,87
84,富貴角,2023-01-08,71,2,2,,46,5,71,65
83,麥寮,2023-01-08,104,5,3,,69,18,,104
80,關山,2023-01-08,53,2,3,,21,12,42,53
78,馬公,2023-01-08,97,2,3,,60,8,97,88
75,馬祖,2023-01-08,99,12,5,,64,17,67,99
77,金門,2023-01-08,83,5,5,,69,42,71,83
71,復興,2023-01-08,124,5,10,,78,60,,124
70,永和,2023-01-08,66,2,8,,41,55,,66
69,竹山,2023-01-08,141,5,6,,74,32,100,141
68,中壢,2023-01-08,71,5,14,,44,57,,71
67,三重,2023-01-08,71,0,12,,46,58,,71
66,冬山,2023-01-08,59,2,3,,36,23,35,59
64,陽明,2023-01-08,54,8,3,,35,5,51,54
65,宜蘭,2023-01-08,69,5,5,,41,23,46,69
63,花蓮,2023-01-08,56,2,5,,30,28,40,56
62,臺東,2023-01-08,45,0,3,,24,13,44,45
32,西屯,2023-01-09,105,2,5,,70,35,41,105
75,馬祖,2023-01-09,74,8,6,,36,25,39,74
72,埔里,2023-01-09,91,2,5,,46,28,58,91
71,復興,2023-01-09,127,5,8,,83,55,,127
70,永和,2023-01-09,82,10,22,,41,73,,82
69,竹山,2023-01-09,152,5,6,,87,42,41,152
68,中壢,2023-01-09,113,8,14,,68,65,,113
67,三重,2023-01-09,82,8,18,,44,74,,82
66,冬山,2023-01-09,38,2,5,,26,33,38,35
65,宜蘭,2023-01-09,43,2,3,,22,35,43,42
64,陽明,2023-01-09,39,2,3,,15,18,39,29
63,花蓮,2023-01-09,39,2,3,,20,22,39,33
62,臺東,2023-01-09,38,0,3,,19,25,38,31
61,恆春,2023-01-09,48,0,2,,19,2,48,32
59,屏東,2023-01-09,121,5,5,,72,35,80,121
58,小港,2023-01-09,134,10,7,,80,60,58,134
60,潮州,2023-01-09,119,15,6,,71,28,115,119
57,前鎮,2023-01-09,132,8,8,,90,55,,132
56,前金,2023-01-09,142,5,7,,86,45,74,142
54,左營,2023-01-09,144,5,7,,92,40,67,144
53,楠梓,2023-01-09,134,8,6,,92,43,58,134
52,林園,2023-01-09,122,8,6,,89,52,61,122
51,大寮,2023-01-09,144,5,7,,88,55,77,144
49,仁武,2023-01-09,147,8,7,,80,53,44,147
50,鳳山,2023-01-09,139,5,10,,80,58,,139
48,橋頭,2023-01-09,133,8,6,,92,38,51,133
47,美濃,2023-01-09,101,5,5,,57,18,58,101
46,臺南,2023-01-09,153,2,8,,84,48,44,153
45,安南,2023-01-09,138,2,5,,92,28,47,138
43,新營,2023-01-09,152,5,5,,100,28,47,152
42,嘉義,2023-01-09,156,8,6,,103,37,38,156
44,善化,2023-01-09,152,5,5,,95,30,45,152
41,臺西,2023-01-09,88,8,2,,72,22,,88
40,朴子,2023-01-09,123,5,3,,81,17,54,123
39,新港,2023-01-09,141,5,5,,99,22,44,141
38,崙背,2023-01-09,123,5,5,,96,22,44,123
37,斗六,2023-01-09,154,5,5,,102,30,39,154
36,南投,2023-01-09,133,5,6,,82,47,50,133
35,二林,2023-01-09,102,8,5,,90,23,43,102
33,彰化,2023-01-09,105,5,5,,80,40,38,105
34,線西,2023-01-09,94,15,5,,78,35,,94
31,忠明,2023-01-09,102,2,6,,66,42,40,102
30,大里,2023-01-09,108,2,6,,71,53,37,108
29,沙鹿,2023-01-09,87,2,3,,78,27,43,87
28,豐原,2023-01-09,99,5,5,,52,30,22,99
26,苗栗,2023-01-09,95,5,3,,74,37,38,95
25,頭份,2023-01-09,86,5,6,,71,51,,86
27,三義,2023-01-09,81,2,5,,42,27,38,81
24,新竹,2023-01-09,91,5,6,,68,55,35,91
23,竹東,2023-01-09,103,2,5,,55,32,35,103
22,湖口,2023-01-09,95,2,5,,62,45,38,95
21,龍潭,2023-01-09,91,5,6,,48,53,40,91
20,平鎮,2023-01-09,110,8,7,,57,61,32,110
19,觀音,2023-01-09,92,8,5,,62,40,36,92
17,桃園,2023-01-09,96,10,8,,49,55,33,96
18,大園,2023-01-09,95,8,6,,63,55,35,95
16,大同,2023-01-09,80,8,16,,43,64,,80
15,松山,2023-01-09,69,8,11,,42,60,28,69
14,古亭,2023-01-09,74,8,9,,37,56,31,74
13,萬華,2023-01-09,74,18,10,,37,59,26,74
9,林口,2023-01-09,69,10,6,,38,57,38,69
12,中山,2023-01-09,68,5,10,,37,62,26,68
11,士林,2023-01-09,69,8,6,,40,53,31,69
10,淡水,2023-01-09,78,10,6,,40,52,34,78
8,菜寮,2023-01-09,78,10,10,,39,58,31,78
7,新莊,2023-01-09,70,8,9,,42,59,27,70
6,板橋,2023-01-09,78,10,10,,38,62,22,78
5,土城,2023-01-09,74,12,8,,45,62,28,74
4,新店,2023-01-09,68,8,8,,35,56,25,68
3,萬里,2023-01-09,53,5,5,,30,23,44,53
1,基隆,2023-01-09,61,10,7,,31,55,31,61
2,汐止,2023-01-09,62,10,10,,37,58,30,62
77,金門,2023-01-09,81,2,5,,44,54,26,81
84,富貴角,2023-01-09,63,2,3,,37,25,44,63
83,麥寮,2023-01-09,93,2,2,,74,18,,93
85,大城,2023-01-09,81,0,2,,64,10,51,81
80,關山,2023-01-09,39,0,2,,15,15,39,36
78,馬公,2023-01-09,71,2,3,,44,8,49,71
78,馬公,2023-01-10,57,0,3,,27,8,51,57
57,前鎮,2023-01-10,120,5,8,,86,50,,120
56,前金,2023-01-10,124,8,7,,77,45,44,124
54,左營,2023-01-10,115,5,8,,75,42,38,115
53,楠梓,2023-01-10,116,5,6,,77,40,43,116
52,林園,2023-01-10,115,8,6,,88,57,41,115
51,大寮,2023-01-10,140,5,8,,81,51,41,140
50,鳳山,2023-01-10,133,8,9,,73,56,,133
49,仁武,2023-01-10,130,15,6,,71,52,34,130
48,橋頭,2023-01-10,111,5,5,,76,35,39,111
47,美濃,2023-01-10,95,8,5,,55,18,49,95
46,臺南,2023-01-10,120,2,7,,58,42,33,120
45,安南,2023-01-10,100,2,5,,62,33,39,100
44,善化,2023-01-10,99,5,5,,61,28,38,99
43,新營,2023-01-10,103,2,5,,63,30,38,103
42,嘉義,2023-01-10,115,5,5,,66,35,32,115
41,臺西,2023-01-10,63,2,2,,41,22,,63
40,朴子,2023-01-10,92,2,3,,55,20,39,92
1,基隆,2023-01-10,48,2,2,,13,48,31,
39,新港,2023-01-10,103,2,5,,67,23,19,103
38,崙背,2023-01-10,87,2,3,,58,18,33,87
37,斗六,2023-01-10,113,2,6,,69,32,31,113
36,南投,2023-01-10,89,8,6,,54,40,29,89
34,線西,2023-01-10,61,12,3,,38,30,,61
33,彰化,2023-01-10,68,0,5,,46,32,27,68
32,西屯,2023-01-10,71,2,5,,42,40,30,71
31,忠明,2023-01-10,70,2,6,,40,38,25,70
30,大里,2023-01-10,79,2,7,,47,42,21,79
29,沙鹿,2023-01-10,53,5,3,,38,23,33,53
28,豐原,2023-01-10,59,5,3,,26,27,14,59
27,三義,2023-01-10,35,2,3,,16,25,26,35
26,苗栗,2023-01-10,57,5,3,,29,28,30,57
25,頭份,2023-01-10,38,5,3,,23,30,,38
24,新竹,2023-01-10,42,2,2,,17,42,30,27
23,竹東,2023-01-10,40,2,2,,17,32,27,40
22,湖口,2023-01-10,35,5,1,,14,20,35,21
21,龍潭,2023-01-10,33,2,3,,11,33,28,26
20,平鎮,2023-01-10,32,2,3,,14,32,29,32
19,觀音,2023-01-10,44,5,1,,19,23,44,27
18,大園,2023-01-10,42,5,2,,17,42,40,19
17,桃園,2023-01-10,32,2,3,,12,32,30,18
16,大同,2023-01-10,48,5,6,,19,48,,31
15,松山,2023-01-10,40,5,2,,16,40,30,21
14,古亭,2023-01-10,30,2,2,,12,30,30,28
13,萬華,2023-01-10,40,10,3,,10,40,29,25
12,中山,2023-01-10,45,2,5,,12,45,28,22
11,士林,2023-01-10,34,0,2,,10,13,34,18
10,淡水,2023-01-10,33,2,3,,6,28,33,14
9,林口,2023-01-10,35,0,2,,11,35,30,13
8,菜寮,2023-01-10,31,2,3,,11,28,31,23
7,新莊,2023-01-10,31,2,2,,13,23,31,19
6,板橋,2023-01-10,32,0,3,,12,32,27,26
5,土城,2023-01-10,35,2,3,,12,35,29,15
4,新店,2023-01-10,32,2,3,,11,32,29,21
3,萬里,2023-01-10,37,2,1,,26,18,37,25
2,汐止,2023-01-10,33,5,1,,9,33,28,15
58,小港,2023-01-10,131,8,8,,74,59,41,131
77,金門,2023-01-10,61,2,3,,25,43,37,61
75,馬祖,2023-01-10,108,2,3,,54,13,61,108
72,埔里,2023-01-10,80,2,5,,39,27,36,80
71,復興,2023-01-10,117,5,10,,78,53,,117
70,永和,2023-01-10,37,2,5,,13,37,,30
67,三重,2023-01-10,55,2,12,,16,55,,25
66,冬山,2023-01-10,37,2,2,,15,37,31,16
65,宜蘭,2023-01-10,35,2,2,,11,18,35,25
64,陽明,2023-01-10,39,0,1,,3,2,39,2
63,花蓮,2023-01-10,31,0,2,,13,28,31,21
62,臺東,2023-01-10,32,0,2,,13,23,32,17
61,恆春,2023-01-10,36,2,1,,11,0,36,13
60,潮州,2023-01-10,117,8,5,,73,28,58,117
69,竹山,2023-01-10,103,2,5,,58,35,30,103
68,中壢,2023-01-10,48,2,7,,18,48,,36
80,關山,2023-01-10,31,2,1,,8,8,31,25
35,二林,2023-01-10,69,5,3,,55,22,34,69
85,大城,2023-01-10,55,2,2,,35,18,47,55
59,屏東,2023-01-10,120,8,5,,74,32,49,120
84,富貴角,2023-01-10,46,0,1,,23,2,46,23
83,麥寮,2023-01-10,65,2,2,,44,17,,65
58,小港,2023-01-11,133,8,5,,72,62,33,133
5,土城,2023-01-11,42,2,3,,13,42,19,16
85,大城,2023-01-11,56,0,1,,41,8,40,56
84,富貴角,2023-01-11,39,2,1,,27,7,39,25
83,麥寮,2023-01-11,61,2,1,,51,10,,61
80,關山,2023-01-11,27,2,1,,5,12,27,15
78,馬公,2023-01-11,46,0,1,,25,8,40,46
77,金門,2023-01-11,52,2,3,,26,37,32,52
75,馬祖,2023-01-11,60,2,2,,27,13,40,60
72,埔里,2023-01-11,68,2,3,,39,28,37,68
71,復興,2023-01-11,118,2,8,,78,54,,118
70,永和,2023-01-11,38,2,6,,14,38,,28
69,竹山,2023-01-11,107,5,3,,74,33,29,107
68,中壢,2023-01-11,54,2,16,,24,54,,42
67,三重,2023-01-11,55,2,14,,19,55,,25
66,冬山,2023-01-11,37,5,2,,17,37,27,18
65,宜蘭,2023-01-11,29,2,2,,13,13,29,25
64,陽明,2023-01-11,33,2,1,,5,2,33,2
63,花蓮,2023-01-11,34,2,2,,14,12,34,16
62,臺東,2023-01-11,31,0,2,,11,12,31,12
61,恆春,2023-01-11,35,0,1,,13,0,35,20
60,潮州,2023-01-11,106,8,3,,67,32,67,106
59,屏東,2023-01-11,116,2,3,,68,27,45,116
57,前鎮,2023-01-11,120,5,7,,83,52,,120
56,前金,2023-01-11,127,5,5,,76,50,37,127
54,左營,2023-01-11,114,2,5,,74,40,31,114
53,楠梓,2023-01-11,113,5,5,,76,38,34,113
52,林園,2023-01-11,104,8,5,,76,45,41,104
51,大寮,2023-01-11,136,5,5,,76,57,43,136
50,鳳山,2023-01-11,131,2,9,,71,56,,131
49,仁武,2023-01-11,128,5,5,,70,45,30,128
48,橋頭,2023-01-11,114,2,3,,80,33,31,114
47,美濃,2023-01-11,99,2,3,,57,20,41,99
46,臺南,2023-01-11,137,2,8,,68,40,27,137
45,安南,2023-01-11,102,0,3,,69,28,33,102
44,善化,2023-01-11,110,2,3,,73,25,31,110
43,新營,2023-01-11,103,2,3,,75,25,30,103
42,嘉義,2023-01-11,117,5,3,,80,35,24,117
41,臺西,2023-01-11,61,2,1,,45,15,,61
40,朴子,2023-01-11,89,2,2,,62,13,35,89
39,新港,2023-01-11,99,2,2,,73,20,31,99
38,崙背,2023-01-11,91,2,2,,68,22,30,91
37,斗六,2023-01-11,106,2,3,,81,30,27,106
36,南投,2023-01-11,82,2,3,,56,45,29,82
35,二林,2023-01-11,70,8,2,,64,22,31,70
34,線西,2023-01-11,62,8,3,,51,32,,62
33,彰化,2023-01-11,65,2,2,,52,30,27,65
32,西屯,2023-01-11,60,0,2,,36,40,25,60
31,忠明,2023-01-11,56,2,3,,33,40,24,56
30,大里,2023-01-11,63,2,5,,39,38,23,63
29,沙鹿,2023-01-11,45,2,2,,45,18,31,45
28,豐原,2023-01-11,58,2,2,,26,32,13,58
27,三義,2023-01-11,25,2,2,,11,23,21,25
26,苗栗,2023-01-11,52,5,2,,33,23,28,52
25,頭份,2023-01-11,41,5,3,,31,35,,41
24,新竹,2023-01-11,37,2,3,,25,37,27,34
23,竹東,2023-01-11,53,0,3,,23,35,17,53
22,湖口,2023-01-11,38,2,2,,23,38,29,33
21,龍潭,2023-01-11,47,2,5,,19,47,18,38
20,平鎮,2023-01-11,53,5,6,,18,53,18,37
19,觀音,2023-01-11,36,2,1,,27,30,36,30
18,大園,2023-01-11,40,5,2,,21,40,30,26
17,桃園,2023-01-11,37,5,5,,13,37,21,26
16,大同,2023-01-11,52,5,9,,21,52,,36
15,松山,2023-01-11,50,2,3,,19,50,21,26
14,古亭,2023-01-11,38,2,2,,14,38,22,29
13,萬華,2023-01-11,48,2,3,,11,48,23,25
12,中山,2023-01-11,45,2,5,,13,45,22,19
11,士林,2023-01-11,33,2,2,,12,33,29,21
10,淡水,2023-01-11,38,2,2,,7,38,31,18
9,林口,2023-01-11,47,2,2,,12,47,23,14
8,菜寮,2023-01-11,35,2,3,,12,35,23,22
7,新莊,2023-01-11,33,2,3,,14,33,26,18
6,板橋,2023-01-11,42,0,5,,12,42,20,28
1,基隆,2023-01-11,29,5,2,,16,20,29,
2,汐止,2023-01-11,40,2,2,,11,40,21,20
3,萬里,2023-01-11,31,2,1,,21,18,31,26
4,新店,2023-01-11,33,2,3,,12,33,25,19
49,仁武,2023-01-12,125,5,6,,69,61,33,125
50,鳳山,2023-01-12,120,10,11,,66,62,,120
51,大寮,2023-01-12,119,8,8,,74,64,45,119
52,林園,2023-01-12,96,10,5,,74,50,51,96
53,楠梓,2023-01-12,114,5,6,,78,58,40,114
54,左營,2023-01-12,109,5,5,,74,51,37,109
56,前金,2023-01-12,113,8,6,,70,52,44,113
57,前鎮,2023-01-12,107,8,9,,76,59,,107
58,小港,2023-01-12,115,10,8,,66,67,35,115
59,屏東,2023-01-12,99,5,6,,63,54,44,99
60,潮州,2023-01-12,113,8,5,,70,35,87,113
61,恆春,2023-01-12,36,0,1,,17,0,36,22
62,臺東,2023-01-12,31,0,3,,19,27,31,21
63,花蓮,2023-01-12,33,12,2,,16,33,31,18
64,陽明,2023-01-12,34,2,3,,16,22,34,23
65,宜蘭,2023-01-12,31,2,2,,19,23,31,28
66,冬山,2023-01-12,30,0,2,,18,25,30,17
68,中壢,2023-01-12,84,2,11,,40,60,,84
72,埔里,2023-01-12,71,2,5,,41,33,44,71
75,馬祖,2023-01-12,46,5,6,,21,28,24,46
77,金門,2023-01-12,70,5,5,,38,47,20,70
69,竹山,2023-01-12,136,5,5,,78,42,40,136
80,關山,2023-01-12,25,0,1,,11,13,25,22
83,麥寮,2023-01-12,80,8,3,,53,20,,80
84,富貴角,2023-01-12,47,0,2,,30,23,41,47
70,永和,2023-01-12,73,5,17,,37,72,,73
85,大城,2023-01-12,69,5,2,,42,22,37,69
71,復興,2023-01-12,107,5,10,,73,58,,107
78,馬公,2023-01-12,37,0,2,,19,7,37,37
67,三重,2023-01-12,69,8,15,,39,67,,69
48,橋頭,2023-01-12,115,2,6,,83,55,36,115
47,美濃,2023-01-12,85,0,3,,51,18,41,85
46,臺南,2023-01-12,136,2,9,,61,53,32,136
45,安南,2023-01-12,112,2,3,,66,38,39,112
44,善化,2023-01-12,116,2,3,,70,30,37,116
43,新營,2023-01-12,129,5,3,,73,37,32,129
42,嘉義,2023-01-12,154,10,6,,95,48,29,154
41,臺西,2023-01-12,73,8,2,,46,28,,73
40,朴子,2023-01-12,98,5,3,,52,27,32,98
39,新港,2023-01-12,114,8,3,,68,25,33,114
38,崙背,2023-01-12,103,5,3,,67,27,31,103
37,斗六,2023-01-12,143,8,6,,85,45,32,143
36,南投,2023-01-12,117,10,7,,72,56,29,117
35,二林,2023-01-12,96,10,3,,78,35,30,96
34,線西,2023-01-12,76,8,3,,48,43,,76
33,彰化,2023-01-12,96,15,6,,67,55,19,96
32,西屯,2023-01-12,90,10,6,,49,50,24,90
31,忠明,2023-01-12,82,5,7,,48,54,26,82
30,大里,2023-01-12,101,8,7,,66,57,23,101
27,三義,2023-01-12,55,0,3,,27,32,17,55
29,沙鹿,2023-01-12,63,2,5,,,40,30,63
28,豐原,2023-01-12,83,2,5,,42,54,15,83
25,頭份,2023-01-12,62,5,3,,41,42,,62
24,新竹,2023-01-12,61,2,5,,38,48,31,61
23,竹東,2023-01-12,67,2,5,,27,52,19,67
22,湖口,2023-01-12,64,2,3,,33,37,34,64
21,龍潭,2023-01-12,79,2,6,,35,55,26,79
20,平鎮,2023-01-12,80,5,6,,35,55,26,80
19,觀音,2023-01-12,62,15,2,,35,37,33,62
18,大園,2023-01-12,67,8,2,,38,48,30,67
17,桃園,2023-01-12,74,15,6,,36,59,23,74
16,大同,2023-01-12,70,8,20,,39,63,,70
15,松山,2023-01-12,64,5,7,,38,64,25,61
14,古亭,2023-01-12,73,5,9,,32,73,29,67
13,萬華,2023-01-12,69,5,10,,,69,24,69
12,中山,2023-01-12,69,5,10,,37,69,19,64
11,士林,2023-01-12,67,5,6,,35,59,26,67
10,淡水,2023-01-12,53,2,3,,24,32,33,53
9,林口,2023-01-12,64,8,5,,32,63,23,64
8,菜寮,2023-01-12,69,8,6,,34,59,30,69
7,新莊,2023-01-12,67,2,6,,36,67,24,62
6,板橋,2023-01-12,73,20,9,,34,69,26,73
5,土城,2023-01-12,68,10,9,,39,67,27,68
4,新店,2023-01-12,73,5,10,,32,73,30,63
3,萬里,2023-01-12,44,2,2,,33,28,37,44
2,汐止,2023-01-12,60,8,8,,30,60,26,55
1,基隆,2023-01-12,43,8,7,,28,40,23,43
26,苗栗,2023-01-12,77,5,3,,39,27,24,77
53,楠梓,2023-01-13,72,12,6,,54,52,35,72
52,林園,2023-01-13,73,8,5,,55,37,41,73
69,竹山,2023-01-13,108,5,5,,51,30,108,97
2,汐止,2023-01-13,57,5,9,,34,55,24,57
85,大城,2023-01-13,116,8,3,,65,42,87,116
84,富貴角,2023-01-13,53,2,2,,26,35,44,53
83,麥寮,2023-01-13,105,8,5,,62,42,,105
1,基隆,2023-01-13,64,5,9,,31,64,20,57
80,關山,2023-01-13,28,0,1,,14,12,28,23
78,馬公,2023-01-13,61,10,3,,25,37,61,42
77,金門,2023-01-13,69,5,3,,34,52,13,69
75,馬祖,2023-01-13,64,5,5,,22,42,19,64
72,埔里,2023-01-13,77,5,5,,42,28,71,77
71,復興,2023-01-13,81,10,10,,56,59,,81
70,永和,2023-01-13,77,5,20,,39,77,,76
68,中壢,2023-01-13,105,8,18,,58,73,,105
67,三重,2023-01-13,84,5,20,,47,78,,84
66,冬山,2023-01-13,27,0,3,,22,23,27,25
65,宜蘭,2023-01-13,33,2,3,,23,20,28,33
64,陽明,2023-01-13,67,12,3,,19,20,67,32
63,花蓮,2023-01-13,28,8,3,,24,25,27,28
62,臺東,2023-01-13,23,0,5,,21,23,21,20
61,恆春,2023-01-13,33,0,1,,17,0,33,20
60,潮州,2023-01-13,65,2,3,,33,18,39,65
59,屏東,2023-01-13,69,2,5,,45,33,42,69
58,小港,2023-01-13,85,15,6,,51,62,35,85
57,前鎮,2023-01-13,85,12,9,,62,54,,85
56,前金,2023-01-13,81,8,7,,53,58,41,81
54,左營,2023-01-13,89,15,9,,57,60,39,89
51,大寮,2023-01-13,78,5,6,,61,45,36,78
50,鳳山,2023-01-13,89,18,7,,48,57,,89
49,仁武,2023-01-13,84,12,7,,51,60,35,84
48,橋頭,2023-01-13,76,10,5,,58,43,38,76
47,美濃,2023-01-13,56,2,3,,41,18,47,56
46,臺南,2023-01-13,116,10,11,,56,57,47,116
45,安南,2023-01-13,98,10,7,,59,55,67,98
44,善化,2023-01-13,82,15,5,,49,38,64,82
43,新營,2023-01-13,91,8,6,,56,40,74,91
42,嘉義,2023-01-13,111,20,7,,62,45,97,111
41,臺西,2023-01-13,97,8,3,,57,42,,97
40,朴子,2023-01-13,105,5,5,,59,40,100,105
39,新港,2023-01-13,127,5,6,,75,48,104,127
38,崙背,2023-01-13,132,10,6,,79,38,97,132
37,斗六,2023-01-13,122,8,6,,67,45,115,122
36,南投,2023-01-13,104,8,6,,56,42,93,104
35,二林,2023-01-13,137,10,5,,91,40,93,137
34,線西,2023-01-13,104,12,6,,63,52,,104
33,彰化,2023-01-13,105,10,11,,61,58,74,105
32,西屯,2023-01-13,100,8,10,,61,60,84,100
31,忠明,2023-01-13,89,8,12,,53,54,80,89
30,大里,2023-01-13,92,8,9,,53,56,84,92
29,沙鹿,2023-01-13,90,30,9,,,73,34,90
28,豐原,2023-01-13,67,10,5,,34,57,37,67
27,三義,2023-01-13,58,8,5,,30,42,50,58
26,苗栗,2023-01-13,78,12,8,,36,60,38,78
25,頭份,2023-01-13,74,15,8,,41,63,,74
24,新竹,2023-01-13,78,8,11,,41,69,42,78
23,竹東,2023-01-13,53,5,5,,26,52,38,53
22,湖口,2023-01-13,121,8,8,,58,59,44,121
21,龍潭,2023-01-13,66,2,7,,32,61,40,66
20,平鎮,2023-01-13,114,12,11,,53,74,46,114
19,觀音,2023-01-13,105,20,5,,58,72,20,105
18,大園,2023-01-13,113,18,7,,63,79,30,113
17,桃園,2023-01-13,95,15,11,,51,72,45,95
3,萬里,2023-01-13,52,5,3,,25,52,26,47
4,新店,2023-01-13,61,5,8,,27,53,61,54
